Name;ISIN;Symbol;Market;Currency;Open Price;High Price;low Price;last Price;last Trade MIC Time;Time Zone;Volume;Turnover;Closing Price;Closing Price DateTime
European Equities;;;;;;;;;;;;;;
01-juin-23;;;;;;;;;;;;;;
All datapoints provided as of end of last active trading day.;;;;;;;;;;;;;;
FONCIERE LYONNAISE;FR0000033409;FLY;Euronext Paris;EUR;71,6;71,6;71,6;71,6;31/05/2023 11:35;CET;3;214,8;71,6;31/05/2023
FONCIERE VOLTA;FR0000053944;SPEL;Euronext Paris;EUR;7,65;7,65;7,65;7,65;31/05/2023 11:30;CET;69;527,85;7,65;31/05/2023
FORESTIERE EQUAT.;CI0000053161;FORE;Euronext Paris;EUR;715;715;715;715;23/03/2023 16:30;CET;4;2860;715;31/05/2023
FORFARMERS;NL0011832811;FFARM;Euronext Amsterdam;EUR;2,92;2,92;2,82;2,82;31/05/2023 17:35;CET;56300;160448,99;2,82;31/05/2023
FORSEE POWER;FR0014005SB3;FORSE;Euronext Paris;EUR;2,79;2,815;2,7;2,71;31/05/2023 17:35;CET;69961;191921,26;2,71;31/05/2023
FOUNTAIN;BE0003752665;FOU;Euronext Brussels;EUR;1,15;1,15;1,15;1,15;24/05/2023 11:30;CET;1520;1748;1,15;31/05/2023
FRANCAISE ENERGIE;FR0013030152;FDE;Euronext Paris;EUR;41,5;41,8;41,05;41,7;31/05/2023 17:35;CET;5850;242810,15;41,7;31/05/2023
FREY;FR0010588079;FREY;Euronext Paris;EUR;33;33;32,8;32,8;31/05/2023 16:30;CET;67;2209;32,8;31/05/2023
FUGRO;NL00150003E1;FUR;Euronext Amsterdam;EUR;13,71;13,83;13,41;13,45;31/05/2023 17:35;CET;519741;7025536,17;13,45;31/05/2023
GALAPAGOS;BE0003818359;GLPG;Euronext Amsterdam, Brussels;EUR;38,91;39,23;38,37;38,68;31/05/2023 17:35;CET;154230;5979843,33;38,68;31/05/2023
GALIMMO;FR0000030611;GALIM;Euronext Paris;EUR;14,6;14,6;14,6;14,6;31/05/2023 11:30;CET;1;14,6;14,6;31/05/2023
GAUMONT;FR0000034894;GAM;Euronext Paris;EUR;96,5;98,5;96,5;98,5;31/05/2023 11:49;CET;24;2318;98,5;31/05/2023
GBL;BE0003797140;GBLB;Euronext Brussels;EUR;72,48;72,86;72,08;72,08;31/05/2023 17:35;CET;465170;33569310,84;72,08;31/05/2023
GEA GRENOBL.ELECT.;FR0000053035;GEA;Euronext Paris;EUR;87,5;87,5;87,5;87,5;31/05/2023 09:00;CET;1;87,5;87,5;31/05/2023
GECINA;FR0010040865;GFC;Euronext Paris;EUR;95,05;96,45;94,9;95,75;31/05/2023 17:35;CET;289860;27760917,6;95,75;31/05/2023
GENERAL ELECTRIC;US3696043013;GNE;Euronext Paris;EUR;95,6;95,6;94,8;94,8;31/05/2023 15:08;CET;141;13418,4;94,8;31/05/2023
GENEURO;CH0308403085;GNRO;Euronext Paris;EUR;1,8;1,805;1,8;1,805;31/05/2023 17:37;CET;111;200,36;1,805;31/05/2023
GENFIT;FR0004163111;GNFT;Euronext Paris;EUR;3,91;3,91;3,77;3,77;31/05/2023 17:35;CET;101550;387909,31;3,77;31/05/2023
GENOMIC VISION;FR0011799907;GV;Euronext Paris;EUR;0,015;0,015;0,0144;0,0145;31/05/2023 17:21;CET;1239997;18060,8;0,0145;31/05/2023
GENSIGHT BIOLOGICS;FR0013183985;SIGHT;Euronext Paris;EUR;0,847;0,873;0,8;0,826;31/05/2023 17:35;CET;130147;109776,58;0,826;31/05/2023
GEOJUNXION;NL0000430106;GOJXN;Euronext Amsterdam;EUR;1,09;1,145;1,08;1,14;31/05/2023 15:38;CET;2071;2278,75;1,14;31/05/2023
GETLINK SE;FR0010533075;GET;Euronext Paris;EUR;15,915;16,02;15,68;15,88;31/05/2023 17:35;CET;8262696;131194080;15,88;31/05/2023
GIMV;BE0003699130;GIMB;Euronext Brussels;EUR;44,4;44,5;43,95;44;31/05/2023 17:36;CET;9293;410923,3;44;31/05/2023
GL EVENTS;FR0000066672;GLO;Euronext Paris;EUR;20,4;21;19,9;19,9;31/05/2023 17:35;CET;108875;2174209,35;19,9;31/05/2023
GP BHND SHA;LU2434421173;BHND;Euronext Amsterdam;EUR;10,2;10,2;10,2;10,2;31/05/2023 09:00;CET;1;10,2;10,2;31/05/2023
GP BHND TR SHA;LU2437856854;BHNDT;Euronext Amsterdam;EUR;-;-;-;-;-;CET;-;-;-;-
GP BHND WARR;LU2434421330;BHNDW;Euronext Amsterdam;EUR;0,3;0,3;0,3;0,3;16/05/2022 16:19;CET;100000;30000;0,3;31/05/2023
GPE GROUP PIZZORNO;FR0010214064;GPE;Euronext Paris;EUR;53,4;55;53,4;55;31/05/2023 16:49;CET;528;28704,8;55;31/05/2023
GRAINES VOLTZ;FR0000065971;GRVO;Euronext Paris;EUR;38,4;38,9;38;38,05;31/05/2023 17:14;CET;2437;93230,15;38,05;31/05/2023
GREENYARD;BE0003765790;GREEN;Euronext Brussels;EUR;6,7;6,78;6,7;6,7;31/05/2023 17:35;CET;15299;102815,01;6,7;31/05/2023
GROUPE CRIT;FR0000036675;CEN;Euronext Paris;EUR;73,8;74,2;73,8;74,2;31/05/2023 17:35;CET;352;26025,8;74,2;31/05/2023
GROUPE JAJ;FR0004010338;GJAJ;Euronext Paris;EUR;1,36;1,5;1,36;1,5;31/05/2023 16:30;CET;12470;16960,6;1,5;31/05/2023
GROUPE PARTOUCHE;FR0012612646;PARP;Euronext Paris;EUR;21,1;21,1;21;21;31/05/2023 16:28;CET;348;7308,3;21;31/05/2023
GROUPE SFPI;FR0004155000;SFPI;Euronext Paris;EUR;2,2;2,2;2,11;2,2;31/05/2023 17:35;CET;21332;46434,96;2,2;31/05/2023
GT BIOPHARMA INC;US36254L2097;GTBP;Euronext Paris;EUR;9,35;9,35;9,35;9,35;24/12/2020 11:30;CET;12;116,05;9,35;31/05/2023
GTT;FR0011726835;GTT;Euronext Paris;EUR;92,6;93,75;91,9;93,55;31/05/2023 17:35;CET;328264;30683839,6;93,55;31/05/2023
GUERBET;FR0000032526;GBT;Euronext Paris;EUR;17;17;16,66;16,66;31/05/2023 17:35;CET;7538;126807,78;16,66;31/05/2023
GUILLEMOT;FR0000066722;GUI;Euronext Paris;EUR;6,73;6,91;6,73;6,88;31/05/2023 15:48;CET;1286;8729,06;6,88;31/05/2023
HAL TRUST;BMG455841020;HAL;Euronext Amsterdam;EUR;121,2;124,6;120,8;123,6;31/05/2023 17:35;CET;8946;1098257,6;123,6;31/05/2023
HAULOTTE GROUP;FR0000066755;PIG;Euronext Paris;EUR;3,12;3,16;3,07;3,07;31/05/2023 17:35;CET;9010;27934,56;3,07;31/05/2023
HDF;FR0014003VY4;HDF;Euronext Paris;EUR;13,86;13,86;13,66;13,78;31/05/2023 17:35;CET;629;8673,98;13,78;31/05/2023
HEIJMANS;NL0009269109;HEIJM;Euronext Amsterdam;EUR;10,34;10,34;10,1;10,1;31/05/2023 17:35;CET;59787;608694,54;10,1;31/05/2023
HEINEKEN;NL0000009165;HEIA;Euronext Amsterdam;EUR;93,7;95,62;93,66;94,48;31/05/2023 17:36;CET;3633598;343440153,8;94,48;31/05/2023
HEINEKEN HOLDING;NL0000008977;HEIO;Euronext Amsterdam;EUR;78,5;80,3;78,1;79,55;31/05/2023 17:35;CET;1083393;86144552,65;79,55;31/05/2023
HERMES INTL;FR0000052292;RMS;Euronext Paris;EUR;1918,6;1938,6;1895,4;1901,8;31/05/2023 17:37;CET;239775;456726289;1901,8;31/05/2023
HIGH CO;FR0000054231;HCO;Euronext Paris;EUR;4,74;4,78;4,72;4,75;31/05/2023 17:11;CET;6649;31526,52;4,75;31/05/2023
HOLLAND COLOURS;NL0000440311;HOLCO;Euronext Amsterdam;EUR;122;122;119;119;31/05/2023 14:07;CET;361;43338;119;31/05/2023
HOME INVEST BE.;BE0974409410;HOMI;Euronext Brussels;EUR;18,18;18,52;17,58;17,8;31/05/2023 17:35;CET;19483;348708,04;17,8;31/05/2023
HOTELS DE PARIS;FR0004165801;HDP;Euronext Paris;EUR;1,27;1,28;1,27;1,28;31/05/2023 16:30;CET;700;895;1,28;31/05/2023
HYBRID SOFTWARE GR;GB00BYN5BY03;HYSG;Euronext Brussels;EUR;4,5;4,5;4,4;4,5;31/05/2023 17:35;CET;1167;5189,46;4,5;31/05/2023
HYDRATEC;NL0009391242;HYDRA;Euronext Amsterdam;EUR;87;87;86;86;31/05/2023 16:30;CET;36;3120;86;31/05/2023
HYLORIS;BE0974363955;HYL;Euronext Brussels;EUR;11,4;12,05;11,4;11,8;31/05/2023 16:02;CET;7492;87615,9;11,8;31/05/2023
IBA;BE0003766806;IBAB;Euronext Brussels;EUR;15,32;15,34;15;15;31/05/2023 17:39;CET;36283;545582,7;15;31/05/2023
ICADE;FR0000035081;ICAD;Euronext Paris;EUR;37,38;37,56;36,88;37,24;31/05/2023 17:35;CET;158463;5950099,22;37,24;31/05/2023
ID LOGISTICS GROUP;FR0010929125;IDL;Euronext Paris;EUR;252;252,5;249,5;250;31/05/2023 17:35;CET;3784;947933;250;31/05/2023
IDI;FR0000051393;IDIP;Euronext Paris;EUR;56,2;56,4;55,2;56,2;31/05/2023 17:35;CET;499;27808;56,2;31/05/2023
IEP INVEST;BE0003748622;IEP;Euronext Brussels;EUR;5;5,25;5;5,25;31/05/2023 13:41;CET;29561;148172,1;5,25;31/05/2023
IEX GROUP NV;NL0010556726;IEX;Euronext Amsterdam;EUR;1,75;1,75;1,75;1,75;31/05/2023 11:30;CET;2;3,5;1,75;31/05/2023
IMCD;NL0010801007;IMCD;Euronext Amsterdam;EUR;140,5;142,2;139,15;140,55;31/05/2023 17:35;CET;827287;116265479;140,55;31/05/2023
IMERYS;FR0000120859;NK;Euronext Paris;EUR;33,08;33,34;33;33,26;31/05/2023 17:35;CET;120539;4005913,68;33,26;31/05/2023
IMMO MCC;BE0974287196;MCC;Euronext Brussels;EUR;595;595;595;595;31/05/2023 11:30;CET;1;595;595;31/05/2023
IMMO MOURY;BE0003893139;IMMOU;Euronext Brussels;EUR;38,2;38,2;38,2;38,2;31/05/2023 11:30;CET;1;38,2;38,2;31/05/2023
IMMOB.DASSAULT;FR0000033243;IMDA;Euronext Paris;EUR;52,8;53,6;52,8;53,6;31/05/2023 10:27;CET;99;5295,6;53,6;31/05/2023
IMMOBEL;BE0003599108;IMMO;Euronext Brussels;EUR;39,6;39,9;39;39,55;31/05/2023 17:35;CET;4828;190372,15;39,55;31/05/2023
INCLUSIO SA/NV;BE0974374069;INCLU;Euronext Brussels;EUR;14,5;14,75;14,4;14,75;31/05/2023 17:18;CET;2769;40124,15;14,75;31/05/2023
INDLE FIN.ENTREPR.;FR0000066219;INFE;Euronext Paris;EUR;61;65,5;61;65,5;31/05/2023 16:30;CET;24;1554;65,5;31/05/2023
INFOTEL;FR0000071797;INF;Euronext Paris;EUR;55,8;56;55;55,8;31/05/2023 17:38;CET;920;51212,8;55,8;31/05/2023
ING GROEP N.V.;NL0011821202;INGA;Euronext Amsterdam, Brussels;EUR;11,638;11,842;11,508;11,508;31/05/2023 17:35;CET;26941669;311218847,3;11,508;31/05/2023
INNATE PHARMA;FR0010331421;IPH;Euronext Paris;EUR;2,76;2,795;2,705;2,71;31/05/2023 17:35;CET;48318;132727,04;2,71;31/05/2023
INPOST;LU2290522684;INPST;Euronext Amsterdam;EUR;9,936;10,2;9,862;10,09;31/05/2023 17:35;CET;583959;5880772,65;10,09;31/05/2023
INTERPARFUMS;FR0004024222;ITP;Euronext Paris;EUR;65,2;67;64,9;66,9;31/05/2023 17:35;CET;34439;2283995,7;66,9;31/05/2023
INTERVEST OFF-WARE;BE0003746600;INTO;Euronext Brussels;EUR;15,68;15,82;15,5;15,5;31/05/2023 17:35;CET;122067;1894591,24;15,5;31/05/2023
INTEXA;FR0000064958;ITXT;Euronext Paris;EUR;2,42;2,42;2,42;2,42;17/05/2023 16:30;CET;150;363;2,42;31/05/2023
INVENTIVA;FR0013233012;IVA;Euronext Paris;EUR;2,68;3,34;2,68;3,235;31/05/2023 17:35;CET;443208;1364458,36;3,235;31/05/2023
IPSEN;FR0010259150;IPN;Euronext Paris;EUR;107;109,3;106,7;108,1;31/05/2023 17:35;CET;252047;27271570,3;108,1;31/05/2023
IPSOS;FR0000073298;IPS;Euronext Paris;EUR;45,72;46,14;45,38;45,78;31/05/2023 17:35;CET;94886;4341122,52;45,78;31/05/2023
IPSOS NV23;FR001400EGG5;IPSNV;Euronext Paris;EUR;-;-;-;-;-;CET;-;-;-;-
IRIS FINANCIAL SHA;KYG7552D1016;IRIS;Euronext Amsterdam;USD;10;10;10;10;02/05/2022 00:00;CET;-;-;10;31/05/2023
IRIS FINANCIAL UNI;KYG7552D1271;IRISU;Euronext Amsterdam;USD;10;10;10;10;27/04/2022 00:00;CET;-;-;10;31/05/2023
IRIS FINANCIAL WAR;KYG7552D1198;IRISW;Euronext Amsterdam;USD;0,9;0,9;0,9;0,9;02/05/2022 00:00;CET;-;-;0,9;31/05/2023
ITESOFT;FR0004026151;ITE;Euronext Paris;EUR;3,82;3,82;3,82;3,82;30/05/2023 17:15;CET;5;19,1;3,82;31/05/2023
JACQUES BOGART;FR0012872141;JBOG;Euronext Paris;EUR;8;8;7,72;7,72;31/05/2023 16:46;CET;1379;10801,94;7,72;31/05/2023
JACQUET METALS;FR0000033904;JCQ;Euronext Paris;EUR;18,46;18,58;18,26;18,26;31/05/2023 17:35;CET;10102;185792,88;18,26;31/05/2023
JCDECAUX;FR0000077919;DEC;Euronext Paris;EUR;18,14;19,11;18;18,98;31/05/2023 17:35;CET;170718;3219239,28;18,98;31/05/2023
JDE PEET'S;NL0014332678;JDEP;Euronext Amsterdam;EUR;27;27,42;26,86;27,18;31/05/2023 17:35;CET;3197242;86895870,84;27,18;31/05/2023
JENSEN-GROUP;BE0003858751;JEN;Euronext Brussels;EUR;31,7;31,7;30,9;31;31/05/2023 17:35;CET;963;30246,5;31;31/05/2023
JUST EAT TAKEAWAY;NL0012015705;TKWY;Euronext Amsterdam;EUR;14,838;14,838;13,992;14,068;31/05/2023 17:37;CET;4862634;69678817,48;14,068;31/05/2023
KAUFMAN ET BROAD;FR0004007813;KOF;Euronext Paris;EUR;26;26;25,3;25,8;31/05/2023 17:35;CET;29997;772603,85;25,8;31/05/2023
KBC;BE0003565737;KBC;Euronext Brussels;EUR;59,72;61,54;59,72;61,18;31/05/2023 17:35;CET;1805356;110364951,1;61,18;31/05/2023
KBC ANCORA;BE0003867844;KBCA;Euronext Brussels;EUR;43,98;44,8;43,7;44,62;31/05/2023 17:35;CET;94742;4221731,34;44,62;31/05/2023
KENDRION;NL0000852531;KENDR;Euronext Amsterdam;EUR;18,16;18,16;17,62;17,94;31/05/2023 17:35;CET;7115;127445,1;17,94;31/05/2023
KERING;FR0000121485;KER;Euronext Paris;EUR;502;505,2;495,85;498,35;31/05/2023 17:35;CET;400846;200886541,7;498,35;31/05/2023
KEYWARE TECH.;BE0003880979;KEYW;Euronext Brussels;EUR;0,97;0,97;0,97;0,97;31/05/2023 16:18;CET;1900;1843;0,97;31/05/2023
KINEPOLIS GROUP;BE0974274061;KIN;Euronext Brussels;EUR;42;42,3;41,3;41,6;31/05/2023 17:35;CET;26418;1103005,55;41,6;31/05/2023
KLEPIERRE;FR0000121964;LI;Euronext Paris;EUR;20,97;21,31;20,89;21,18;31/05/2023 17:38;CET;3378711;71549891,85;21,18;31/05/2023
KORIAN;FR0010386334;KORI;Euronext Paris;EUR;7,35;7,44;7,255;7,435;31/05/2023 17:35;CET;269653;1995953,99;7,435;31/05/2023
KPN KON;NL0000009082;KPN;Euronext Amsterdam;EUR;3,21;3,232;3,198;3,218;31/05/2023 17:35;CET;22536098;72512128,59;3,218;31/05/2023
L'OREAL;FR0000120321;OR;Euronext Paris;EUR;399,9;405,6;396,8;399;31/05/2023 17:38;CET;733530;293002356,1;399;31/05/2023
LACROIX GROUP;FR0000066607;LACR;Euronext Paris;EUR;32,9;33;32,5;32,5;31/05/2023 17:35;CET;940;30838,7;32,5;31/05/2023
LAGARDERE SA;FR0000130213;MMB;Euronext Paris;EUR;21;21,35;20,95;20,95;31/05/2023 17:35;CET;14332;303068,9;20,95;31/05/2023
LATECOERE;FR0000032278;LAT;Euronext Paris;EUR;0,236;0,236;0,235;0,235;31/05/2023 17:35;CET;20701;4867,51;0,235;31/05/2023
LAURENT-PERRIER;FR0006864484;LPE;Euronext Paris;EUR;135;135;133,5;134,5;31/05/2023 17:35;CET;188;25234,5;134,5;31/05/2023
LAVIDE HOLDING;NL0010545679;LVIDE;Euronext Amsterdam;EUR;0,23;0,25;0,23;0,25;31/05/2023 17:01;CET;26858;6462,65;0,25;31/05/2023
LDC;FR0013204336;LOUP;Euronext Paris;EUR;119,5;120;118,5;120;31/05/2023 17:35;CET;1293;154811;120;31/05/2023
LECTRA;FR0000065484;LSS;Euronext Paris;EUR;27,5;27,5;26,55;26,85;31/05/2023 17:35;CET;51829;1393878,2;26,85;31/05/2023
LEGRAND;FR0010307819;LR;Euronext Paris;EUR;88,28;89,02;87,14;88,46;31/05/2023 17:35;CET;1391886;123085906,4;88,46;31/05/2023
LHYFE;FR0014009YQ1;LHYFE;Euronext Paris;EUR;6,98;7,01;6,92;7,01;31/05/2023 17:37;CET;7648;53495,98;7,01;31/05/2023
LINEDATA SERVICES;FR0004156297;LIN;Euronext Paris;EUR;47,4;48;47,4;48;31/05/2023 17:35;CET;588;27952,2;48;31/05/2023
LISI;FR0000050353;FII;Euronext Paris;EUR;24,75;25,15;24,7;24,95;31/05/2023 17:35;CET;34900;870550;24,95;31/05/2023
LNA SANTE;FR0004170017;LNA;Euronext Paris;EUR;28;28,2;27,1;28;31/05/2023 17:35;CET;4287;119141,95;28;31/05/2023
LOTUS BAKERIES;BE0003604155;LOTB;Euronext Brussels;EUR;5860;5870;5820;5830;31/05/2023 17:35;CET;378;2207450;5830;31/05/2023
LUCASBOLS;NL0010998878;BOLS;Euronext Amsterdam;EUR;10,15;10,2;9,98;10,1;31/05/2023 17:36;CET;15987;160956,47;10,1;31/05/2023
LUMIBIRD;FR0000038242;LBIRD;Euronext Paris;EUR;14,84;14,92;14,84;14,92;31/05/2023 17:35;CET;412;6133,96;14,92;31/05/2023
LVMH;FR0000121014;MC;Euronext Paris;EUR;818,3;828,5;807,6;813,9;31/05/2023 17:39;CET;859625;701053584,9;813,9;31/05/2023
LYSOGENE;FR0013233475;LYS;Euronext Paris;EUR;0,28;0,28;0,2755;0,2795;05/01/2023 17:35;CET;15163;4221,28;0,2795;31/05/2023
M.R.M;FR00140085W6;MRM;Euronext Paris;EUR;25;25;25;25;31/05/2023 14:14;CET;126;3150;25;31/05/2023
MAAT PHARMA;FR0012634822;MAAT;Euronext Paris;EUR;8,02;8,02;8;8;31/05/2023 11:04;CET;469;3754;8;31/05/2023
MAISONS DU MONDE;FR0013153541;MDM;Euronext Paris;EUR;9,375;9,455;9,275;9,34;31/05/2023 17:35;CET;70209;658509,11;9,34;31/05/2023
MAJOREL GROUP LUX;LU2382956378;MAJ;Euronext Amsterdam;EUR;28,75;28,9;28,75;28,8;31/05/2023 17:35;CET;27779;800527,1;28,8;31/05/2023
MALTERIES FCO-BEL.;FR0000030074;MALT;Euronext Paris;EUR;600;600;600;600;29/05/2023 11:30;CET;4;2400;600;31/05/2023
MANITOU BF;FR0000038606;MTU;Euronext Paris;EUR;22;22;21,3;21,35;31/05/2023 17:35;CET;16638;359299,5;21,35;31/05/2023
MAREL;IS0000000388;MAREL;Euronext Amsterdam;EUR;2,91;3,09;2,91;3,06;31/05/2023 16:54;CET;50117;151232,71;3,06;31/05/2023
MAROC TELECOM;MA0000011488;IAM;Euronext Paris;EUR;7,75;7,75;7,7;7,75;31/05/2023 17:35;CET;425;3290,5;7,75;31/05/2023
MAUNA KEA TECH;FR0010609263;MKEA;Euronext Paris;EUR;0,699;0,711;0,67;0,677;31/05/2023 17:35;CET;167271;115342,82;0,677;31/05/2023
MAUREL ET PROM;FR0000051070;MAU;Euronext Paris;EUR;3,7;3,704;3,578;3,678;31/05/2023 17:35;CET;348501;1273624,37;3,678;31/05/2023
MBWS;FR0000060873;MBWS;Euronext Paris;EUR;2,1;2,15;2,1;2,15;31/05/2023 17:35;CET;17411;36736,97;2,15;31/05/2023
MBWS BSAR 2023;FR0013066313;MBWSZ;Euronext Paris;EUR;0,0005;0,0005;0,0005;0,0005;19/05/2023 09:00;CET;20;0,01;0,0005;31/05/2023
MCPHY ENERGY;FR0011742329;MCPHY;Euronext Paris;EUR;9,15;9,495;9,005;9,405;31/05/2023 17:35;CET;210881;1973887,85;9,405;31/05/2023
MDXHEALTH;BE0003844611;MDXH;Euronext Brussels;EUR;0,342;0,343;0,334;0,337;31/05/2023 17:35;CET;315217;106656,26;0,337;31/05/2023
MEDIA 6;FR0000064404;EDI;Euronext Paris;EUR;10;10;10;10;12/05/2023 16:59;CET;438;4380;10;31/05/2023
MEDINCELL;FR0004065605;MEDCL;Euronext Paris;EUR;6,67;6,86;6,67;6,8;31/05/2023 17:35;CET;60851;409687,35;6,8;31/05/2023
MELEXIS;BE0165385973;MELE;Euronext Brussels;EUR;85,2;86,65;84,55;85,35;31/05/2023 17:35;CET;40791;3486467,9;85,35;31/05/2023
MEMSCAP REGPT;FR0010298620;MEMS;Euronext Paris;EUR;3,99;4;3,89;3,96;31/05/2023 17:17;CET;28083;111669,53;3,96;31/05/2023
MERCIALYS;FR0010241638;MERY;Euronext Paris;EUR;7,44;7,555;7,415;7,505;31/05/2023 17:38;CET;353014;2645669,28;7,505;31/05/2023
MERCK AND CO INC;US58933Y1055;MRK;Euronext Paris;EUR;100,4;102,8;100,4;102,8;31/05/2023 17:03;CET;983;99491,4;102,8;31/05/2023
MERSEN;FR0000039620;MRN;Euronext Paris;EUR;35,7;35,8;35,25;35,55;31/05/2023 17:35;CET;51568;1833961,8;35,55;31/05/2023
METABOLIC EXPLORER;FR0004177046;METEX;Euronext Paris;EUR;0,96;1,018;0,95;0,99;31/05/2023 17:35;CET;22180;21938,87;0,99;31/05/2023
METROPOLE TV;FR0000053225;MMT;Euronext Paris;EUR;13;13,08;12,85;12,92;31/05/2023 17:35;CET;93507;1208738,9;12,92;31/05/2023
MICHELIN;FR001400AJ45;ML;Euronext Paris;EUR;27,27;27,3;26,42;26,56;31/05/2023 17:35;CET;3043318;81197300,72;26,56;31/05/2023
MIKO;BE0003731453;MIKO;Euronext Brussels;EUR;84;84;84;84;31/05/2023 11:30;CET;20;1680;84;31/05/2023
MITHRA;BE0974283153;MITRA;Euronext Brussels;EUR;2,4;2,4;2,28;2,295;31/05/2023 17:35;CET;68585;159617,5;2,295;31/05/2023
MKB Nedsense;NL0009312842;NEDSE;Euronext Amsterdam;EUR;0,113;0,118;0,113;0,118;31/05/2023 13:52;CET;389;44,21;0,118;31/05/2023
MONCEY (FIN.) NOM.;FR0000076986;FMONC;Euronext Paris;EUR;7450;7450;7300;7300;31/05/2023 16:10;CET;6;44300;7300;31/05/2023
MONTEA;BE0003853703;MONT;Euronext Brussels, Paris;EUR;73,5;76,4;73,1;75,9;31/05/2023 17:35;CET;64280;4867205,7;75,9;31/05/2023
MOPOLI;NL0000488153;MOP;Euronext Brussels;EUR;264;264;264;264;15/12/2022 11:30;CET;2;528;264;31/05/2023
MOPOLI FOND;NL0000488161;MOPF;Euronext Brussels;EUR;7300;7300;7300;7300;16/11/2022 11:30;CET;3;21900;7300;31/05/2023
MOREFIELD GROUP;CWN814651014;MORE;Euronext Amsterdam;EUR;0,28;0,28;0,28;0,28;30/05/2023 16:54;CET;2000;560;0,28;31/05/2023
MOTORK;GB00BMXH3352;MTRK;Euronext Amsterdam;EUR;2,32;2,32;2,21;2,25;31/05/2023 17:35;CET;7358;16854,08;2,25;31/05/2023
MOURY CONSTRUCT;BE0003602134;MOUR;Euronext Brussels;EUR;372;378;372;378;31/05/2023 16:30;CET;53;19944;378;31/05/2023
MYHOTELMATCH;FR0011277391;MHM;Euronext Paris;EUR;0,0248;0,0292;0,0248;0,0284;31/05/2023 17:19;CET;2977169;80618,41;0,0284;31/05/2023
NACON;FR0013482791;NACON;Euronext Paris;EUR;2,18;2,33;2,145;2,25;31/05/2023 17:35;CET;135527;302874,18;2,25;31/05/2023
NAI ORD SHARES;NL0015000CG2;NAI;Euronext Amsterdam;EUR;10;10;10;10;31/05/2023 17:11;CET;100;1000;10;31/05/2023
NAI TREAS SHARES;NL0015000CF4;NAITR;Euronext Amsterdam;EUR;-;-;-;-;-;CET;-;-;-;-
NAI WARRANTS;NL0015000CH0;NAIW;Euronext Amsterdam;EUR;0,2036;0,2036;0,2036;0,2036;17/09/2021 15:11;CET;5500;1119,8;0,2036;31/05/2023
NANOBIOTIX;FR0011341205;NANO;Euronext Paris;EUR;4,35;4,475;4,29;4,415;31/05/2023 17:35;CET;43894;192907,23;4,415;31/05/2023
NAVYA;FR0013018041;NAVYA;Euronext Paris;EUR;0,03;0,0309;0,0295;0,03;24/01/2023 17:35;CET;3087359;92659,57;0,03;31/05/2023
NEDAP;NL0000371243;NEDAP;Euronext Amsterdam;EUR;56,8;57;56;56,4;31/05/2023 17:35;CET;4540;256312,8;56,4;31/05/2023
NEOEN;FR0011675362;NEOEN;Euronext Paris;EUR;28,4;28,74;27,86;28,04;31/05/2023 17:35;CET;285052;8007104,6;28,04;31/05/2023
NEPI ROCKCASTLE;NL0015000RT3;NRP;Euronext Amsterdam;EUR;5,25;5,25;5,25;5,25;31/05/2023 12:56;CET;288;1512;5,25;31/05/2023
NEURONES;FR0004050250;NRO;Euronext Paris;EUR;39,8;39,85;38,3;39,2;31/05/2023 17:35;CET;4151;162589,1;39,2;31/05/2023
NEW SOURCES ENERGY;NL0009822014;NSE;Euronext Amsterdam;EUR;0,037;0,037;0,037;0,037;30/05/2023 16:30;CET;22126;818,66;0,037;31/05/2023
NEXANS;FR0000044448;NEX;Euronext Paris;EUR;72;72,75;71;72;31/05/2023 17:35;CET;182791;13154306,9;72;31/05/2023
NEXITY;FR0010112524;NXI;Euronext Paris;EUR;19,55;19,6;19,08;19,18;31/05/2023 17:35;CET;363710;7018981,68;19,18;31/05/2023
NEXTENSA;BE0003770840;NEXTA;Euronext Brussels;EUR;43,95;43,95;43,2;43,6;31/05/2023 17:35;CET;2153;93540,55;43,6;31/05/2023
NHOA;FR0012650166;NHOA;Euronext Paris;EUR;4,51;4,7;4,12;4,28;31/05/2023 17:35;CET;25974;113462,87;4,28;31/05/2023
NN GROUP;NL0010773842;NN;Euronext Amsterdam;EUR;34,55;34,58;33,55;33,72;31/05/2023 17:36;CET;6541940;220838046,7;33,72;31/05/2023
NOKIA;FI0009000681;NOKIA;Euronext Paris;EUR;3,781;3,834;3,77;3,772;31/05/2023 17:35;CET;339328;1286317,29;3,772;31/05/2023
NR21;FR0014001PV6;NR21;Euronext Paris;EUR;98,5;98,5;98,5;98,5;31/05/2023 15:04;CET;1;98,5;98,5;31/05/2023
NRJ GROUP;FR0000121691;NRG;Euronext Paris;EUR;6,78;6,78;6,58;6,62;31/05/2023 17:35;CET;8702;58464,04;6,62;31/05/2023
NSI N.V.;NL0012365084;NSI;Euronext Amsterdam;EUR;20,4;20,75;19,96;19,96;31/05/2023 17:35;CET;119091;2391199,24;19,96;31/05/2023
NX FILTRATION;NL0015000D50;NXFIL;Euronext Amsterdam;EUR;10,02;10,02;9,91;9,92;31/05/2023 17:35;CET;4663;46472,29;9,92;31/05/2023
NYRSTAR;BE0974294267;NYR;Euronext Brussels;EUR;0,125;0,126;0,1215;0,1215;31/05/2023 17:35;CET;2333;290,27;0,1215;31/05/2023
